open_ts,open_price,highest_price,lowest_price,close_price,volume,close_ts,turnover,trade_num,buy_vol,buy_turnover,ignore
1633019280000,43005.88,43021.33,42986.80,42988.94,81.912,1633019339999,3522626.56021,1000,37.339,1605814.98055,0
1633019340000,42988.94,42997.80,42950.00,42950.00,119.670,1633019399999,5142216.28064,1531,39.825,1711413.43048,0
1633019400000,42950.00,42950.01,42880.00,42902.94,604.848,1633019459999,25952889.78096,5830,203.084,8714344.68934,0
1633019460000,42902.94,42922.57,42883.10,42906.68,215.613,1633019519999,9249541.77759,2369,113.464,4867728.54613,0
1633019520000,42907.69,42921.65,42890.01,42900.57,137.152,1633019579999,5883884.77997,1752,60.974,2615877.19907,0
1633019580000,42900.58,42917.47,42810.06,42875.79,762.604,1633019639999,32680490.20568,5980,187.792,8048972.18256,0
1633019640000,42875.77,42948.99,42855.00,42931.16,378.083,1633019699999,16221371.77769,4086,239.805,10289579.40606,0
1633019700000,42932.30,42976.14,42902.00,42967.60,258.509,1633019759999,11101541.00905,2555,192.553,8270059.55867,0
1633019760000,42967.61,42971.09,42896.55,42922.73,209.140,1633019819999,8978026.95042,2017,117.014,5023126.89593,0
1633019820000,42922.73,42927.03,42896.55,42915.43,113.600,1633019879999,4874614.40687,1439,64.765,2779179.92387,0
1633019880000,42915.42,42936.14,42890.00,42911.02,188.394,1633019939999,8084335.67473,1892,95.700,4106672.25146,0
1633019940000,42911.01,42916.96,42893.26,42914.10,101.261,1633019999999,4344798.61789,1271,57.636,2473034.98401,0
1633020000000,42914.11,42917.34,42850.84,42858.62,177.229,1633020059999,7598553.78255,1914,60.019,2573464.91814,0
1633020060000,42858.88,42899.86,42850.02,42890.50,219.953,1633020119999,9430796.29368,1813,156.133,6694471.29537,0
1633020120000,42890.49,42925.90,42875.68,42904.30,202.145,1633020179999,8672268.84676,1623,154.350,6621827.63432,0
1633020180000,42907.14,42921.00,42907.14,42920.11,118.888,1633020239999,5102064.97511,1021,83.666,3590523.89462,0
1633020240000,42920.12,42920.12,42901.51,42905.71,66.429,1633020299999,2850365.53394,932,28.977,1243337.66101,0
1633020300000,42905.70,42937.32,42905.70,42918.99,157.618,1633020359999,6765481.17277,1601,108.184,4643654.39129,0
1633020360000,42918.05,42918.05,42870.00,42889.30,176.045,1633020419999,7550412.13477,1713,97.626,4186800.93925,0
1633020420000,42888.44,42935.84,42884.64,42920.01,181.378,1633020479999,7784457.04135,1594,132.742,5697337.16371,0
1633020480000,42920.00,42969.80,42910.00,42945.73,385.587,1633020539999,16559219.37732,2363,291.883,12535301.37524,0
1633020540000,42945.73,42947.00,42926.79,42943.99,78.909,1633020599999,3388106.78305,1085,52.074,2235883.64084,0
1633020600000,42941.69,42997.69,42941.69,42987.99,204.867,1633020659999,8805326.15131,2117,150.432,6465710.44852,0
1633020660000,42988.00,42988.00,42926.79,42960.51,208.270,1633020719999,8946820.98246,1881,57.507,2470304.38136,0
1633020720000,42960.52,42960.52,42933.84,42950.05,88.497,1633020779999,3800246.05360,1126,40.963,1759028.19317,0
1633020780000,42950.05,42953.11,42918.21,42952.11,177.554,1633020839999,7623920.71489,1403,142.066,6100178.35003,0
1633020840000,42949.23,42951.19,42941.32,42948.74,25.099,1633020899999,1077923.89730,692,12.558,539324.35122,0
1633020900000,42950.00,42950.00,42885.74,42890.80,138.121,1633020959999,5928176.37040,1472,43.214,1854964.52601,0
1633020960000,42890.80,42911.31,42890.80,42896.17,126.100,1633021019999,5409532.25858,1253,65.866,2825600.08063,0
1633021020000,42896.18,42923.74,42893.49,42910.40,163.442,1633021079999,7013129.45192,1224,126.470,5426677.05600,0
1633021080000,42910.40,42928.54,42896.96,42903.88,89.388,1633021139999,3835645.17056,1028,31.275,1341984.64037,0
1633021140000,42903.87,42951.54,42903.38,42946.33,131.675,1633021199999,5653293.58336,1322,81.201,3486345.73304,0
1633021200000,42946.32,42992.18,42934.66,42971.62,207.079,1633021259999,8898465.48080,2160,111.911,4808735.15127,0
1633021260000,42969.59,42979.93,42945.76,42956.91,83.971,1633021319999,3607754.30790,1274,42.872,1842045.60586,0
1633021320000,42956.91,42966.15,42926.67,42964.70,90.329,1633021379999,3879571.58990,1089,50.158,2154280.00808,0
1633021380000,42964.69,42985.00,42943.23,42983.68,106.915,1633021439999,4593853.20732,1314,57.806,2483652.99453,0
1633021440000,42983.68,43189.95,42983.67,43183.97,1181.695,1633021499999,50919448.23229,9407,854.783,36832156.80618,0
1633021500000,43183.98,43184.64,43062.75,43075.99,569.879,1633021559999,24565269.00068,4330,138.762,5981340.69661,0
1633021560000,43075.98,43115.97,43019.00,43115.97,412.464,1633021619999,17758290.34314,3558,200.349,8626366.02313,0
1633021620000,43116.18,43187.58,43112.51,43142.00,486.037,1633021679999,20975120.31940,4298,259.102,11182182.22012,0
1633021680000,43142.00,43190.00,43136.85,43173.19,229.739,1633021739999,9915266.06372,2136,139.796,6033803.15728,0
1633021740000,43173.19,43300.00,43165.33,43220.00,1083.218,1633021799999,46848902.21447,8942,756.652,32726491.04863,0
1633021800000,43220.00,43245.85,43165.98,43179.58,283.655,1633021859999,12255359.48681,2889,89.568,3870831.91654,0
1633021860000,43179.58,43250.00,43151.78,43249.99,305.729,1633021919999,13208320.27019,2935,180.515,7800456.25950,0
1633021920000,43250.00,43260.64,43210.01,43216.23,326.617,1633021979999,14125072.51745,2558,99.029,4282812.37192,0
1633021980000,43216.22,43219.29,43160.01,43186.99,275.307,1633022039999,11891314.50831,2390,116.614,5036845.67497,0
1633022040000,43186.99,43215.60,43185.44,43190.32,110.037,1633022099999,4753472.65613,1370,46.219,1996541.42754,0
1633022100000,43190.31,43201.78,43143.87,43147.12,163.531,1633022159999,7059079.63471,2003,55.710,2404820.38944,0
1633022160000,43147.12,43184.58,43123.34,43125.29,306.652,1633022219999,13232369.89914,2125,186.883,8064652.86669,0
1633022220000,43126.76,43126.97,43080.09,43111.49,261.555,1633022279999,11273661.59741,2522,130.332,5617873.69140,0
1633022280000,43111.45,43111.45,43073.54,43081.75,188.002,1633022339999,8101662.67049,1510,49.472,2131948.03946,0
1633022340000,43082.98,43158.87,43082.98,43123.08,298.600,1633022399999,12876577.18816,1975,235.823,10170008.19620,0
1633022400000,43123.09,43135.50,43087.41,43121.36,223.206,1633022459999,9624365.31402,1614,139.746,6025645.97642,0
1633022460000,43121.62,43150.39,43120.82,43133.03,81.076,1633022519999,3497173.27532,1096,48.517,2092791.18615,0
1633022520000,43133.04,43134.23,43086.40,43090.05,178.059,1633022579999,7675195.18507,1079,26.156,1127570.57855,0
1633022580000,43089.79,43113.63,43076.10,43109.29,77.787,1633022639999,3352034.45443,1150,43.443,1872073.79238,0
1633022640000,43109.29,43120.00,43086.18,43120.00,95.968,1633022699999,4136859.96442,944,72.638,3131354.83471,0
1633022700000,43119.99,43120.00,43060.50,43067.89,153.845,1633022759999,6628301.61243,1432,35.217,1517335.21830,0
1633022760000,43067.89,43067.90,43017.22,43023.81,262.547,1633022819999,11300822.87507,2490,57.894,2491504.66815,0
1633022820000,43023.81,43073.43,43017.90,43042.64,143.761,1633022879999,6186561.54645,1537,86.135,3706742.23967,0
1633022880000,43042.65,43054.03,43019.55,43024.31,82.586,1633022939999,3554403.14076,1079,43.250,1861433.85301,0
1633022940000,43024.31,43036.30,42991.41,43017.00,323.511,1633022999999,13913400.17936,2665,92.225,3966637.51153,0
1633023000000,43017.00,43036.51,42998.30,43005.70,76.883,1633023059999,3306930.66786,1274,40.580,1745534.05570,0
1633023060000,43005.21,43005.21,42933.35,42949.38,498.944,1633023119999,21435870.01197,3939,102.486,4402954.43845,0
1633023120000,42949.37,43020.00,42944.12,43001.49,406.963,1633023179999,17496606.68170,2609,268.274,11533085.11447,0
1633023180000,43001.50,43094.00,43000.02,43070.29,240.287,1633023239999,10347968.48150,2385,168.326,7248567.40321,0
1633023240000,43070.30,43079.96,43048.13,43075.33,97.814,1633023299999,4212235.51701,1193,39.281,1691610.51025,0
1633023300000,43075.32,43156.68,43025.00,43128.33,516.205,1633023359999,22240761.34067,3616,409.153,17629231.94944,0
1633023360000,43128.32,43220.00,43124.89,43178.14,903.086,1633023419999,39002695.97825,5662,639.318,27609343.20822,0
1633023420000,43178.13,43215.00,43156.32,43165.17,324.963,1633023479999,14033617.13622,2214,230.305,9945804.91357,0
1633023480000,43163.50,43210.11,43159.52,43209.68,235.427,1633023539999,10168625.10217,2015,137.726,5948721.16194,0
1633023540000,43209.68,43271.72,43189.85,43216.75,448.101,1633023599999,19373840.69432,3499,295.426,12773012.17698,0
1633023600000,43216.75,43276.51,43211.91,43271.44,294.277,1633023659999,12725367.31583,2477,158.811,6868392.42311,0
1633023660000,43270.94,43279.99,43200.00,43214.69,338.874,1633023719999,14653710.42519,2513,113.561,4912104.59395,0
1633023720000,43214.70,43400.00,43214.69,43378.43,1395.647,1633023779999,60470501.98274,9293,1145.040,49608858.44364,0
1633023780000,43377.82,43389.98,43239.52,43239.52,624.253,1633023839999,27029067.28653,4660,141.564,6129782.98914,0
1633023840000,43243.23,43307.62,43236.41,43250.10,349.473,1633023899999,15122067.12569,2858,187.136,8098349.26378,0
1633023900000,43250.10,43285.71,43228.09,43282.30,233.936,1633023959999,10117263.60654,2394,120.200,5199050.21318,0
1633023960000,43282.29,43286.32,43248.02,43263.69,121.674,1633024019999,5264808.64881,1413,53.932,2333717.09995,0
1633024020000,43263.68,43266.73,43234.66,43244.08,128.718,1633024079999,5566968.21518,1507,36.408,1574641.39057,0
1633024080000,43243.93,43275.58,43233.21,43269.38,159.667,1633024139999,6906142.13922,1556,112.524,4867178.14365,0
1633024140000,43269.38,43320.00,43269.37,43317.77,233.637,1633024199999,10116409.21723,2315,139.221,6028018.91875,0
1633024200000,43317.77,43330.00,43271.14,43282.22,137.586,1633024259999,5957079.24783,1359,46.377,2007933.10029,0
1633024260000,43283.74,43300.60,43219.93,43233.03,212.848,1633024319999,9206162.16453,1856,69.349,3000477.96636,0
1633024320000,43233.04,43244.56,43226.03,43233.55,60.013,1633024379999,2594628.84728,936,33.617,1453456.18421,0
1633024380000,43233.55,43252.85,43217.00,43243.27,100.693,1633024439999,4353222.26629,1198,37.069,1602725.35005,0
1633024440000,43243.27,43380.00,43235.39,43373.60,532.565,1633024499999,23070751.82729,3639,435.264,18856078.59874,0
1633024500000,43373.62,43400.00,43326.43,43348.84,466.424,1633024559999,20226066.41641,3450,252.251,10939044.48417,0
1633024560000,43348.84,43348.84,43318.21,43328.19,130.699,1633024619999,5663040.63658,1727,39.803,1724583.19247,0
1633024620000,43328.18,43354.97,43323.06,43324.51,126.236,1633024679999,5470998.07192,1539,67.357,2919272.01319,0
1633024680000,43324.50,43350.90,43311.94,43326.69,87.820,1633024739999,3805041.00408,1208,45.714,1980694.91367,0
1633024740000,43326.70,43326.70,43309.08,43313.06,134.396,1633024799999,5821800.05052,1269,78.764,3411919.86557,0
1633024800000,43313.77,43374.14,43269.80,43355.07,221.932,1633024859999,9613844.32864,2651,116.960,5068145.91474,0
1633024860000,43354.18,43375.30,43349.99,43352.10,119.611,1633024919999,5186329.60742,1887,58.757,2547675.47645,0
1633024920000,43352.09,43358.97,43330.00,43332.83,71.064,1633024979999,3079851.02748,1345,30.661,1328856.65150,0
1633024980000,43332.83,43364.36,43277.13,43279.63,153.093,1633025039999,6631745.03364,1809,41.517,1798848.43173,0
1633025040000,43279.63,43375.28,43276.38,43370.29,185.505,1633025099999,8037613.34870,2436,126.419,5477707.61446,0
1633025100000,43370.28,43380.00,43353.25,43373.26,194.847,1633025159999,8450242.31904,1843,96.166,4170713.79658,0
1633025160000,43373.26,43375.07,43335.27,43359.06,115.532,1633025219999,5008928.09846,1282,30.096,1304732.37626,0
1633025220000,43359.41,43421.97,43342.35,43403.40,526.337,1633025279999,22839857.87304,3498,422.041,18313667.90814,0
1633025280000,43403.41,43450.00,43391.33,43397.69,317.775,1633025339999,13800858.22266,3740,219.578,9537265.63063,0
1633025340000,43397.69,43470.00,43397.69,43434.13,421.859,1633025399999,18326157.39704,3647,272.610,11843162.45517,0
1633025400000,43434.13,43466.29,43392.00,43400.01,216.946,1633025459999,9422024.83301,2260,94.559,4107359.03029,0
1633025460000,43400.00,43405.34,43351.06,43355.17,216.227,1633025519999,9379978.98978,2188,83.333,3615036.85330,0
1633025520000,43355.17,43389.88,43337.00,43384.03,171.350,1633025579999,7429391.51333,2002,53.649,2326283.65561,0
1633025580000,43384.03,43408.24,43382.00,43389.58,84.301,1633025639999,3658328.07001,1324,44.741,1941666.64664,0
1633025640000,43389.58,43392.25,43343.34,43357.09,194.165,1633025699999,8419488.73561,1742,48.448,2100899.87485,0
1633025700000,43357.09,43357.09,43300.00,43302.53,237.338,1633025759999,10282438.11335,2161,74.437,3225250.06487,0
1633025760000,43302.53,43329.44,43294.68,43301.11,229.131,1633025819999,9923569.75776,2088,92.309,3998233.24538,0
1633025820000,43301.11,43313.35,43291.00,43306.13,176.300,1633025879999,7634387.02718,1712,79.228,3430951.74399,0
1633025880000,43306.13,43330.00,43295.01,43316.07,171.346,1633025939999,7422035.79841,1305,86.964,3766894.97206,0
1633025940000,43316.07,43332.85,43291.00,43293.92,121.113,1633025999999,5245847.60985,1126,51.675,2238483.97238,0
1633026000000,43294.08,43313.63,43292.27,43295.10,93.619,1633026059999,4053966.89158,1199,36.562,1583197.24230,0
1633026060000,43295.09,43324.86,43291.00,43307.17,116.042,1633026119999,5024982.49240,1009,67.826,2937048.03166,0
1633026120000,43305.45,43313.53,43288.00,43288.35,66.911,1633026179999,2897366.87474,943,17.876,774044.25993,0
1633026180000,43288.34,43300.00,43271.00,43271.00,156.593,1633026239999,6777814.23321,1528,44.836,1940747.77067,0
1633026240000,43271.00,43277.15,43250.00,43260.30,194.695,1633026299999,8423062.69848,1799,57.727,2497403.52772,0
1633026300000,43260.30,43308.96,43260.00,43297.25,136.226,1633026359999,5896075.03316,1609,95.996,4154698.41783,0
1633026360000,43297.25,43334.80,43281.38,43319.99,156.571,1633026419999,6780543.69282,1691,104.444,4523078.43932,0
1633026420000,43319.99,43328.40,43287.33,43315.82,104.811,1633026479999,4538959.56035,1134,53.090,2299336.53417,0
1633026480000,43315.81,43345.51,43310.00,43325.32,189.399,1633026539999,8205725.63930,1311,119.295,5168878.98698,0
1633026540000,43325.31,43443.95,43322.39,43386.55,771.265,1633026599999,33464351.71550,4451,641.158,27818181.70485,0
1633026600000,43386.56,43446.00,43356.16,43433.85,214.974,1633026659999,9330545.21595,2521,135.856,5896934.31638,0
1633026660000,43433.83,43452.11,43377.40,43441.00,557.123,1633026719999,24191008.85108,3489,369.299,16036164.22029,0
1633026720000,43441.00,43593.35,43433.95,43496.98,1544.911,1633026779999,67225919.66721,11063,1232.053,53612631.72519,0
1633026780000,43496.98,43584.60,43459.00,43564.03,518.360,1633026839999,22561146.19716,4911,314.351,13682264.08720,0
1633026840000,43564.04,43565.93,43504.47,43516.10,378.743,1633026899999,16488952.97978,3541,115.142,5012722.10511,0
1633026900000,43516.09,43517.59,43500.00,43513.20,222.894,1633026959999,9697005.51676,2268,83.497,3632726.59657,0
1633026960000,43513.19,43514.75,43450.00,43454.33,687.255,1633027019999,29890169.40943,3212,82.365,3581520.87059,0
1633027020000,43453.73,43515.39,43450.49,43476.38,450.404,1633027079999,19587908.63050,2941,193.580,8417933.55796,0
1633027080000,43476.37,43575.35,43476.37,43575.35,356.486,1633027139999,15517598.54967,3387,231.310,10068574.30492,0
1633027140000,43575.16,43650.00,43508.77,43617.97,1223.505,1633027199999,53331748.76825,8290,905.443,39470845.63546,0
1633027200000,43616.51,43739.99,43588.44,43702.85,1592.054,1633027259999,69540220.99687,12267,1123.835,49088388.56672,0
1633027260000,43702.85,43910.54,43686.39,43845.57,2594.554,1633027319999,113613388.85813,17884,1649.739,72258349.32794,0
1633027320000,43845.58,43989.99,43841.98,43857.10,2021.412,1633027379999,88786994.56041,18140,1188.453,52210777.03653,0
1633027380000,43857.10,43923.59,43848.47,43848.48,700.252,1633027439999,30732758.26434,6080,271.587,11920476.56346,0
1633027440000,43848.48,44000.00,43845.56,43911.11,1214.403,1633027499999,53383147.09204,11638,823.858,36220892.60868,0
1633027500000,43911.11,44069.74,43903.74,44006.16,1406.403,1633027559999,61879841.75689,12185,963.642,42404719.18228,0
1633027560000,44006.17,44025.26,43860.00,43928.30,1016.872,1633027619999,44660594.49880,9215,394.000,17304096.81614,0
1633027620000,43927.14,43937.50,43860.03,43871.83,478.895,1633027679999,21018836.28043,4627,185.451,8140386.78282,0
1633027680000,43871.83,43918.97,43849.17,43852.52,563.223,1633027739999,24713036.98470,4851,229.449,10067273.57153,0
1633027740000,43853.10,43921.96,43846.67,43908.89,395.764,1633027799999,17370308.94483,4190,178.501,7834384.52081,0
1633027800000,43908.90,43999.00,43900.01,43956.64,515.703,1633027859999,22670447.44580,5133,310.340,13643151.78848,0
1633027860000,43956.63,43956.63,43880.56,43946.94,505.830,1633027919999,22212656.86098,4462,215.386,9458728.21063,0
1633027920000,43946.94,44028.23,43928.75,43975.20,683.868,1633027979999,30073296.43758,5809,460.945,20271006.57256,0
1633027980000,43975.21,44016.45,43971.49,43994.02,333.413,1633028039999,14668331.46396,3227,125.077,5502602.53646,0
1633028040000,43994.02,43994.02,43925.01,43937.47,297.309,1633028099999,13069138.67605,3356,83.476,3669391.53697,0
1633028100000,43937.47,43999.80,43927.14,43971.40,400.360,1633028159999,17600015.72828,3643,209.052,9190493.36971,0
1633028160000,43971.39,43988.53,43945.00,43945.00,312.758,1633028219999,13751933.18336,3042,128.838,5664946.57119,0
1633028220000,43944.55,43978.28,43931.74,43934.81,199.808,1633028279999,8781932.98514,2202,68.116,2993837.15185,0
1633028280000,43934.81,43970.00,43934.81,43965.36,207.307,1633028339999,9112220.12169,2306,93.839,4124489.78123,0
1633028340000,43965.37,43999.00,43951.97,43975.01,166.886,1633028399999,7339132.58077,2295,91.684,4032246.77546,0
1633028400000,43975.01,44100.00,43975.01,44089.39,972.039,1633028459999,42822182.20276,9660,655.334,28871366.21200,0
1633028460000,44088.33,44099.32,44005.24,44030.20,684.403,1633028519999,30151554.94086,6334,258.557,11390915.88537,0
1633028520000,44030.21,44100.00,44024.66,44088.59,407.625,1633028579999,17965540.59720,4092,177.856,7838740.77395,0
1633028580000,44088.60,44089.84,43970.66,43973.30,627.858,1633028639999,27643082.78569,4718,173.440,7635922.87300,0
1633028640000,43973.63,44019.53,43917.92,43929.95,439.784,1633028699999,19336586.00882,4168,156.951,6903204.46419,0
1633028700000,43930.86,43939.99,43891.79,43901.47,491.203,1633028759999,21570300.69838,4761,197.430,8669908.36550,0
1633028760000,43901.48,43910.00,43866.64,43902.75,410.595,1633028819999,18021259.32016,4350,193.207,8480801.36000,0
1633028820000,43902.74,43930.85,43877.36,43887.75,193.732,1633028879999,8506157.59904,2377,96.840,4252256.45917,0
1633028880000,43887.75,43909.84,43866.48,43900.01,256.420,1633028939999,11254061.95686,2478,104.461,4585051.41987,0
1633028940000,43900.00,43901.02,43851.84,43857.03,334.648,1633028999999,14681258.16231,2923,100.314,4400685.82620,0
1633029000000,43857.02,43924.50,43847.00,43920.97,267.636,1633029059999,11743594.13847,3094,172.794,7582719.38356,0
1633029060000,43920.97,43920.97,43871.95,43900.36,245.605,1633029119999,10782237.89528,2029,82.991,3643392.98453,0
1633029120000,43900.35,43910.00,43878.02,43910.00,186.284,1633029179999,8177611.07016,1576,54.990,2413947.22525,0
1633029180000,43909.99,43928.97,43904.80,43925.78,168.045,1633029239999,7380302.74999,1518,108.574,4768424.68763,0
1633029240000,43925.78,43956.84,43917.26,43917.27,160.839,1633029299999,7066960.73078,2036,95.514,4196884.27373,0
1633029300000,43917.26,43969.78,43879.12,43950.84,248.468,1633029359999,10914356.40703,2519,104.895,4609091.39642,0
1633029360000,43952.61,43952.62,43900.90,43909.99,164.746,1633029419999,7237255.29959,1812,72.943,3204215.82778,0
1633029420000,43909.99,43943.95,43880.04,43926.94,237.710,1633029479999,10436916.72876,2185,97.161,4266101.59512,0
1633029480000,43930.29,43934.05,43902.04,43904.17,56.252,1633029539999,2470563.57340,961,20.808,913887.94103,0
1633029540000,43906.47,43911.15,43875.20,43875.20,81.366,1633029599999,3571955.61899,1302,31.778,1395118.84789,0
1633029600000,43875.20,43899.99,43801.00,43821.66,1058.134,1633029659999,46389588.66521,5440,187.898,8238635.13886,0
1633029660000,43821.65,43862.42,43816.96,43849.91,210.008,1633029719999,9206157.43271,2132,131.473,5763329.94078,0
1633029720000,43849.91,43916.62,43849.91,43907.73,181.121,1633029779999,7947716.98881,2171,115.360,5062480.96705,0
1633029780000,43907.73,43911.98,43886.34,43895.00,100.375,1633029839999,4406212.47601,1373,49.345,2166190.39735,0
1633029840000,43895.00,43899.28,43856.02,43885.35,130.037,1633029899999,5705636.39634,1489,58.068,2547773.03118,0
1633029900000,43884.87,43889.68,43858.46,43861.98,142.719,1633029959999,6261179.23510,1613,58.562,2569368.10032,0
1633029960000,43861.91,43933.88,43837.90,43920.32,447.969,1633030019999,19662213.35451,3245,309.362,13577842.18054,0
1633030020000,43920.31,43933.33,43918.76,43924.45,89.424,1633030079999,3928026.90854,1299,40.558,1781574.22049,0
1633030080000,43922.82,43925.95,43890.47,43919.59,79.998,1633030139999,3513038.68319,1033,23.942,1051422.32827,0
1633030140000,43919.99,43922.00,43821.34,43827.23,149.175,1633030199999,6541556.40444,1843,49.316,2162379.11919,0
1633030200000,43827.23,43868.63,43812.03,43867.30,294.009,1633030259999,12888779.08084,2527,206.900,9069985.50525,0
1633030260000,43867.30,43877.54,43839.43,43862.92,121.512,1633030319999,5329277.07334,1552,41.357,1814017.84684,0
1633030320000,43862.93,43864.97,43843.84,43860.67,81.196,1633030379999,3560748.13649,1204,34.053,1493379.06159,0
1633030380000,43859.18,43909.99,43850.02,43907.09,144.538,1633030439999,6343096.73088,1446,111.659,4900579.67994,0
1633030440000,43907.08,43913.19,43835.84,43843.61,185.697,1633030499999,8145430.52184,1590,42.468,1863062.27279,0
1633030500000,43843.60,43843.60,43770.06,43828.40,406.099,1633030559999,17786543.66104,3844,117.098,5129147.51317,0
1633030560000,43827.22,43847.91,43808.01,43831.76,168.561,1633030619999,7387060.71667,1517,104.303,4570801.40745,0
1633030620000,43831.76,43865.75,43830.68,43849.95,101.082,1633030679999,4431962.73849,1181,67.225,2947477.42505,0
1633030680000,43849.94,43849.95,43825.61,43838.46,115.509,1633030739999,5063428.77840,1133,56.746,2487595.90706,0
1633030740000,43838.46,43858.44,43810.40,43831.55,122.553,1633030799999,5372306.75478,1221,86.085,3773791.38176,0
1633030800000,43831.55,43845.79,43764.40,43764.40,160.989,1633030859999,7050468.10837,1847,49.583,2171902.59079,0
1633030860000,43764.00,43777.19,43753.59,43753.59,215.860,1633030919999,9447030.98308,2548,86.044,3765927.92389,0
1633030920000,43753.59,43757.66,43646.49,43673.53,666.942,1633030979999,29145908.14377,6686,193.382,8451048.13124,0
1633030980000,43674.35,43689.69,43638.99,43689.69,298.359,1633031039999,13027308.69428,3610,165.826,7240572.73028,0
1633031040000,43690.00,43700.00,43656.30,43674.26,247.374,1633031099999,10805392.89954,2521,109.681,4791591.45211,0
1633031100000,43674.25,43679.76,43578.01,43600.46,425.132,1633031159999,18542515.07488,5012,163.944,7150845.24950,0
1633031160000,43600.46,43657.47,43597.47,43656.03,303.131,1633031219999,13223986.44405,3073,201.767,8801947.44252,0
1633031220000,43656.04,43689.16,43629.99,43663.65,203.487,1633031279999,8883325.89893,2181,133.877,5844577.35609,0
1633031280000,43663.65,43720.00,43645.31,43710.00,276.938,1633031339999,12101036.95921,2566,186.884,8165319.31489,0
1633031340000,43710.00,43730.00,43669.05,43702.68,222.433,1633031399999,9721344.33344,2105,122.254,5343728.67858,0
1633031400000,43702.68,43703.40,43645.23,43666.76,147.918,1633031459999,6459832.39427,1880,59.194,2585366.76863,0
1633031460000,43666.77,43700.00,43652.11,43698.54,87.036,1633031519999,3802027.26660,1152,50.296,2197165.57886,0
1633031520000,43698.55,43714.00,43653.88,43658.81,145.178,1633031579999,6342551.65311,1377,68.043,2973508.81536,0
1633031580000,43658.81,43708.32,43633.11,43680.00,164.349,1633031639999,7175365.06893,1712,71.247,3111116.19430,0
1633031640000,43680.00,43699.37,43613.74,43618.61,214.903,1633031699999,9382423.48667,1576,64.251,2805872.85868,0
